id,period,minute,seconds,type,match.id,match.homeTeamDisplayName,match.awayTeamDisplayName,swimoff.homeTeamSwimmer.playerId_x,swimoff.awayTeamSwimmer.playerId_x,swimoff.winnerSwimmer.playerId_x,exclusion.excludedPlayer.playerId_x,exclusion.fouledPlayer.playerId_x,exclusion.locationX,exclusion.locationY,shot.type,shot.takenBy.playerId_x,shot.blockedBy.playerId_x,shot.isGoal,shot.isFastBreak,shot.isDirectFromFoul,shot.locationX,shot.locationY,shot.targetX,shot.targetY,shot.assistedBy.playerId_x,turnover.type,turnover.lostPossesionPlayer.playerId,shot.savedBy.playerId_x,turnover.wonPossesionPlayer.playerId_x,timeout.team.name,shot.savedBy.playerId_y,shot_saved_playerId,shot_saved_by,turnover.wonPossesionPlayer.playerId_y,turnover_playerId,turnover_won_by,shot.assistedBy.playerId_y,shot_assisted_playerId,shot_assisted_by,shot.blockedBy.playerId_y,shot_blocked_playerId,shot_blocked_by,shot.takenBy.playerId_y,shot_playerId,shot_taken_by,exclusion.excludedPlayer.playerId_y,exclusion_playerId,exclusion_committed_by,swimoff.homeTeamSwimmer.playerId_y,swimoff_hometeam_playerId,swimoff_hometeam,swimoff.awayTeamSwimmer.playerId_y,swimoff_awayteam_playerId,swimoff_awayteam,swimoff.winnerSwimmer.playerId_y,swim_off_won_by_playerId,swim_off_won_by,turnover.lostPossesionPlayer.playerId_x,turned_over_by_playerId_x,turned_over_by_x,turnover.lostPossesionPlayer.playerId_y,turned_over_by_playerId_y,turned_over_by_y,exclusion.fouledPlayer.playerId_y,exclusion_drawn_by_playerId,exclusion_drawn_by
373547,First_Period,8,0,Swim_Off,10037,Australia,Spain,8093.0,410.0,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8093.0,8093.0,Matthew Byrnes,410.0,410.0,Martin Famera,410.0,410.0,Martin Famera,,,,,,,,,
373548,First_Period,7,41,Exclusion,10037,Australia,Spain,,,,8092.0,1292.0,0.487,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8092.0,8092.0,Charlie Negus,,,,,,,,,,,,,,,,1292.0,1292.0,Miguel de Toro
373549,First_Period,7,23,Shot,10037,Australia,Spain,,,,,,,,Power_Play,1289.0,,True,False,False,0.639,0.189,0.682,0.399,1297.0,,,,,,,,,,,,1297.0,1297.0,Felipe Perrone,,,,1289.0,1289.0,Alberto Munarriz,,,,,,,,,,,,,,,,,,,,,
373550,First_Period,7,8,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,4744.0,,False,False,False,0.502,0.165,0.518,0.603,,,,581.0,,,581.0,581.0,Unai Aguirre,,,,,,,,,,4744.0,4744.0,Lachlan Edwards,,,,,,,,,,,,,,,,,,,,,
373551,First_Period,7,0,Exclusion,10037,Australia,Spain,,,,410.0,4744.0,0.593,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,410.0,Martin Famera,,,,,,,,,,,,,,,,4744.0,4744.0,Lachlan Edwards
373552,First_Period,6,46,Shot,10037,Australia,Spain,,,,,,,,Power_Play,19481.0,,True,False,False,0.227,0.147,0.273,0.927,8093.0,,,,,,,,,,,,8093.0,8093.0,Matthew Byrnes,,,,19481.0,19481.0,Milos Maksimovic,,,,,,,,,,,,,,,,,,,,,
373553,First_Period,6,17,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,1293.0,8093.0,False,False,False,0.675,0.236,,,,,,,,,,,,,,,,,,8093.0,8093.0,Matthew Byrnes,1293.0,1293.0,Marc Larumbe,,,,,,,,,,,,,,,,,,,,,
373554,First_Period,5,46,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,8093.0,,False,False,False,0.548,0.363,0.654,0.939,,,,581.0,,,581.0,581.0,Unai Aguirre,,,,,,,,,,8093.0,8093.0,Matthew Byrnes,,,,,,,,,,,,,,,,,,,,,
373555,First_Period,5,31,Exclusion,10037,Australia,Spain,,,,8107.0,1292.0,0.546,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107.0,8107.0,Chaz Poot,,,,,,,,,,,,,,,,1292.0,1292.0,Miguel de Toro
373556,First_Period,5,12,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,1289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.0,1289.0,Alberto Munarriz,1289.0,1289.0,Alberto Munarriz,,,
373557,First_Period,4,42,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,15258.0,,False,False,False,0.473,0.282,0.324,0.637,,,,581.0,,,581.0,581.0,Unai Aguirre,,,,,,,,,,15258.0,15258.0,Marcus Berehulak,,,,,,,,,,,,,,,,,,,,,
373558,First_Period,4,29,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,1297.0,,True,True,False,0.351,0.091,0.249,0.466,1290.0,,,,,,,,,,,,1290.0,1290.0,Alvaro Granados,,,,1297.0,1297.0,Felipe Perrone,,,,,,,,,,,,,,,,,,,,,
373559,First_Period,4,12,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,19482.0,,False,False,True,0.675,0.28,0.693,0.109,,,,,,,,,,,,,,,,,,,19482.0,19482.0,Jacob Mercep,,,,,,,,,,,,,,,,,,,,,
373560,First_Period,3,50,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,1290.0,,False,False,False,0.509,0.324,0.897,0.249,,,,,,,,,,,,,,,,,,,1290.0,1290.0,Alvaro Granados,,,,,,,,,,,,,,,,,,,,,
373561,First_Period,3,38,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,19482.0,,420.0,,,,,420.0,420.0,Unai Biel,,,,,,,,,,,,,,,,,,,,,,19482.0,19482.0,Jacob Mercep,19482.0,19482.0,Jacob Mercep,,,
373562,First_Period,3,19,Exclusion,10037,Australia,Spain,,,,4749.0,1296.0,0.327,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4749.0,4749.0,Nathan Power,,,,,,,,,,,,,,,,1296.0,1296.0,Roger Tahull
373563,First_Period,3,0,Shot,10037,Australia,Spain,,,,,,,,Power_Play,420.0,19481.0,False,False,False,0.609,0.203,,,,,,,,,,,,,,,,,,19481.0,19481.0,Milos Maksimovic,420.0,420.0,Unai Biel,,,,,,,,,,,,,,,,,,,,,
373564,First_Period,2,30,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,8097.0,,1291.0,,,,,1291.0,1291.0,Bernat Sanahuja,,,,,,,,,,,,,,,,,,,,,,8097.0,8097.0,Angus Lambie,8097.0,8097.0,Angus Lambie,,,
373565,First_Period,2,6,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,1296.0,,19481.0,,,,,19481.0,19481.0,Milos Maksimovic,,,,,,,,,,,,,,,,,,,,,,1296.0,1296.0,Roger Tahull,1296.0,1296.0,Roger Tahull,,,
373566,First_Period,1,46,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,19481.0,,False,False,False,0.427,0.245,0.205,0.134,,,,,,,,,,,,,,,,,,,19481.0,19481.0,Milos Maksimovic,,,,,,,,,,,,,,,,,,,,,
373567,First_Period,1,10,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,1291.0,,False,False,False,0.368,0.285,0.645,0.411,,,,12175.0,,,12175.0,12175.0,Nic Porter,,,,,,,,,,1291.0,1291.0,Bernat Sanahuja,,,,,,,,,,,,,,,,,,,,,
373570,First_Period,0,41,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,19482.0,1290.0,False,False,False,0.687,0.285,,,,,,,,,,,,,,,,,,1290.0,1290.0,Alvaro Granados,19482.0,19482.0,Jacob Mercep,,,,,,,,,,,,,,,,,,,,,
373569,First_Period,0,26,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Offensive_Foul,1292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292.0,1292.0,Miguel de Toro,1292.0,1292.0,Miguel de Toro,,,
373571,First_Period,0,1,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,4744.0,,1290.0,,,,,1290.0,1290.0,Alvaro Granados,,,,,,,,,,,,,,,,,,,,,,4744.0,4744.0,Lachlan Edwards,4744.0,4744.0,Lachlan Edwards,,,
373572,Second_Period,8,0,Swim_Off,10037,Australia,Spain,8107.0,2377.0,8107.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107.0,8107.0,Chaz Poot,2377.0,2377.0,Sergi Cabanas,8107.0,8107.0,Chaz Poot,,,,,,,,,
373573,Second_Period,7,39,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,8092.0,,581.0,,,,,581.0,581.0,Unai Aguirre,,,,,,,,,,,,,,,,,,,,,,8092.0,8092.0,Charlie Negus,8092.0,8092.0,Charlie Negus,,,
373574,Second_Period,7,7,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,1289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1289.0,1289.0,Alberto Munarriz,1289.0,1289.0,Alberto Munarriz,,,
373575,Second_Period,6,46,Exclusion,10037,Australia,Spain,,,,2377.0,8093.0,0.701,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377.0,2377.0,Sergi Cabanas,,,,,,,,,,,,,,,,8093.0,8093.0,Matthew Byrnes
373576,Second_Period,6,36,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,4745.0,,1297.0,,,,,1297.0,1297.0,Felipe Perrone,,,,,,,,,,,,,,,,,,,,,,4745.0,4745.0,Blake Edwards,4745.0,4745.0,Blake Edwards,,,
373577,Second_Period,6,11,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,1291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.0,1291.0,Bernat Sanahuja,1291.0,1291.0,Bernat Sanahuja,,,
373578,Second_Period,5,51,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,8107.0,,1293.0,,,,,1293.0,1293.0,Marc Larumbe,,,,,,,,,,,,,,,,,,,,,,8107.0,8107.0,Chaz Poot,8107.0,8107.0,Chaz Poot,,,
373579,Second_Period,5,37,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,1289.0,,True,False,False,0.421,0.227,0.724,0.922,1297.0,,,,,,,,,,,,1297.0,1297.0,Felipe Perrone,,,,1289.0,1289.0,Alberto Munarriz,,,,,,,,,,,,,,,,,,,,,
373580,Second_Period,5,17,Exclusion,10037,Australia,Spain,,,,1299.0,8097.0,0.233,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.0,1299.0,Alejandro Bustos,,,,,,,,,,,,,,,,8097.0,8097.0,Angus Lambie
373581,Second_Period,5,17,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,4744.0,,1296.0,,,,,1296.0,1296.0,Roger Tahull,,,,,,,,,,,,,,,,,,,,,,4744.0,4744.0,Lachlan Edwards,4744.0,4744.0,Lachlan Edwards,,,
373582,Second_Period,4,48,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,1293.0,,15258.0,,,,,15258.0,15258.0,Marcus Berehulak,,,,,,,,,,,,,,,,,,,,,,1293.0,1293.0,Marc Larumbe,1293.0,1293.0,Marc Larumbe,,,
373583,Second_Period,4,24,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,8097.0,,True,False,False,0.557,0.13,0.535,0.589,19482.0,,,,,,,,,,,,19482.0,19482.0,Jacob Mercep,,,,8097.0,8097.0,Angus Lambie,,,,,,,,,,,,,,,,,,,,,
373584,Second_Period,3,52,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,420.0,8093.0,False,False,False,0.287,0.293,,,,,,,,,,,,,,,,,,8093.0,8093.0,Matthew Byrnes,420.0,420.0,Unai Biel,,,,,,,,,,,,,,,,,,,,,
373585,Second_Period,3,26,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,19481.0,,False,False,False,0.284,0.215,0.162,0.656,,,,,,,,,,,,,,,,,,,19481.0,19481.0,Milos Maksimovic,,,,,,,,,,,,,,,,,,,,,
373586,Second_Period,3,5,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Offensive_Foul,1296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.0,1296.0,Roger Tahull,1296.0,1296.0,Roger Tahull,,,
373587,Second_Period,2,35,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Clock_Expired,8093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8093.0,8093.0,Matthew Byrnes,8093.0,8093.0,Matthew Byrnes,,,
373588,Second_Period,2,6,Exclusion,10037,Australia,Spain,,,,15258.0,1292.0,0.424,0.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15258.0,15258.0,Marcus Berehulak,,,,,,,,,,,,,,,,1292.0,1292.0,Miguel de Toro
373589,Second_Period,1,50,Shot,10037,Australia,Spain,,,,,,,,Power_Play,1293.0,,False,False,False,0.449,0.215,0.652,0.539,,,,12175.0,,,12175.0,12175.0,Nic Porter,,,,,,,,,,1293.0,1293.0,Marc Larumbe,,,,,,,,,,,,,,,,,,,,,
373590,Second_Period,1,46,Shot,10037,Australia,Spain,,,,,,,,Power_Play,1290.0,,True,False,False,0.235,0.17,0.314,0.458,420.0,,,,,,,,,,,,420.0,420.0,Unai Biel,,,,1290.0,1290.0,Alvaro Granados,,,,,,,,,,,,,,,,,,,,,
373591,Second_Period,1,24,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,8097.0,,True,False,False,0.612,0.08,0.684,0.718,8107.0,,,,,,,,,,,,8107.0,8107.0,Chaz Poot,,,,8097.0,8097.0,Angus Lambie,,,,,,,,,,,,,,,,,,,,,
373592,Second_Period,1,9,Exclusion,10037,Australia,Spain,,,,8092.0,1292.0,0.475,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8092.0,8092.0,Charlie Negus,,,,,,,,,,,,,,,,1292.0,1292.0,Miguel de Toro
373593,Second_Period,0,53,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,1297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.0,1297.0,Felipe Perrone,1297.0,1297.0,Felipe Perrone,,,
373594,Second_Period,0,32,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Offensive_Foul,4744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4744.0,4744.0,Lachlan Edwards,4744.0,4744.0,Lachlan Edwards,,,
373595,Second_Period,0,22,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,1297.0,,True,False,False,0.243,0.132,0.63,0.972,420.0,,,,,,,,,,,,420.0,420.0,Unai Biel,,,,1297.0,1297.0,Felipe Perrone,,,,,,,,,,,,,,,,,,,,,
373596,Second_Period,0,2,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,19482.0,,False,False,False,0.69,0.264,0.588,0.304,,,,,,,,,,,,,,,,,,,19482.0,19482.0,Jacob Mercep,,,,,,,,,,,,,,,,,,,,,
373597,Third_Period,8,0,Swim_Off,10037,Australia,Spain,8093.0,410.0,410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8093.0,8093.0,Matthew Byrnes,410.0,410.0,Martin Famera,410.0,410.0,Martin Famera,,,,,,,,,
373598,Third_Period,7,37,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,1297.0,,False,False,False,0.246,0.115,0.352,0.567,,,,12175.0,,,12175.0,12175.0,Nic Porter,,,,,,,,,,1297.0,1297.0,Felipe Perrone,,,,,,,,,,,,,,,,,,,,,
373599,Third_Period,7,17,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,19482.0,,False,False,False,0.808,0.112,0.782,0.684,,,,581.0,,,581.0,581.0,Unai Aguirre,,,,,,,,,,19482.0,19482.0,Jacob Mercep,,,,,,,,,,,,,,,,,,,,,
373600,Third_Period,7,0,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,1293.0,,True,True,False,0.532,0.117,0.268,0.489,581.0,,,,,,,,,,,,581.0,581.0,Unai Aguirre,,,,1293.0,1293.0,Marc Larumbe,,,,,,,,,,,,,,,,,,,,,
373601,Third_Period,6,52,Exclusion,10037,Australia,Spain,,,,581.0,8107.0,0.502,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.0,581.0,Unai Aguirre,,,,,,,,,,,,,,,,8107.0,8107.0,Chaz Poot
373602,Third_Period,6,52,Shot,10037,Australia,Spain,,,,,,,,Penalty,19482.0,,False,False,False,0.541,0.206,0.692,0.919,,,,581.0,,,581.0,581.0,Unai Aguirre,,,,,,,,,,19482.0,19482.0,Jacob Mercep,,,,,,,,,,,,,,,,,,,,,
373603,Third_Period,6,15,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,1290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.0,1290.0,Alvaro Granados,1290.0,1290.0,Alvaro Granados,,,
373604,Third_Period,5,45,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,4749.0,,False,False,False,0.525,0.293,0.592,0.307,,,,,,,,,,,,,,,,,,,4749.0,4749.0,Nathan Power,,,,,,,,,,,,,,,,,,,,,
373605,Third_Period,5,35,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,8107.0,,False,False,False,0.661,0.162,0.417,0.919,,,,581.0,,,581.0,581.0,Unai Aguirre,,,,,,,,,,8107.0,8107.0,Chaz Poot,,,,,,,,,,,,,,,,,,,,,
373606,Third_Period,5,33,Exclusion,10037,Australia,Spain,,,,8107.0,1290.0,0.289,0.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8107.0,8107.0,Chaz Poot,,,,,,,,,,,,,,,,1290.0,1290.0,Alvaro Granados
373607,Third_Period,5,32,Timeout,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,,,,,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373608,Third_Period,5,15,Shot,10037,Australia,Spain,,,,,,,,Power_Play,1291.0,4749.0,False,False,False,0.715,0.193,0.296,0.324,,,,,,,,,,,,,,,,4749.0,4749.0,Nathan Power,1291.0,1291.0,Bernat Sanahuja,,,,,,,,,,,,,,,,,,,,,
373609,Third_Period,4,47,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,8092.0,,False,False,True,0.361,0.255,0.585,0.553,,,,581.0,,,581.0,581.0,Unai Aguirre,,,,,,,,,,8092.0,8092.0,Charlie Negus,,,,,,,,,,,,,,,,,,,,,
373610,Third_Period,4,24,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,8092.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8092.0,8092.0,Charlie Negus,8092.0,8092.0,Charlie Negus,,,
373612,Third_Period,4,2,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,1291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1291.0,1291.0,Bernat Sanahuja,1291.0,1291.0,Bernat Sanahuja,,,
373613,Third_Period,3,36,Exclusion,10037,Australia,Spain,,,,1293.0,4744.0,0.473,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1293.0,1293.0,Marc Larumbe,,,,,,,,,,,,,,,,4744.0,4744.0,Lachlan Edwards
373614,Third_Period,3,36,Timeout,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,,,,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373615,Third_Period,3,18,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,15258.0,,False,False,False,0.133,0.082,0.204,0.475,,,,581.0,,,581.0,581.0,Unai Aguirre,,,,,,,,,,15258.0,15258.0,Marcus Berehulak,,,,,,,,,,,,,,,,,,,,,
373616,Third_Period,3,5,Exclusion,10037,Australia,Spain,,,,15258.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15258.0,15258.0,Marcus Berehulak,,,,,,,,,,,,,,,,,,
373617,Third_Period,2,47,Shot,10037,Australia,Spain,,,,,,,,Power_Play,1297.0,19482.0,False,False,False,0.137,0.147,,,,,,,,,,,,,,,,,,19482.0,19482.0,Jacob Mercep,1297.0,1297.0,Felipe Perrone,,,,,,,,,,,,,,,,,,,,,
373618,Third_Period,2,25,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,1289.0,,True,False,True,0.447,0.299,0.737,0.93,,,,,,,,,,,,,,,,,,,1289.0,1289.0,Alberto Munarriz,,,,,,,,,,,,,,,,,,,,,
373619,Third_Period,2,5,Exclusion,10037,Australia,Spain,,,,1299.0,4744.0,0.643,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299.0,1299.0,Alejandro Bustos,,,,,,,,,,,,,,,,4744.0,4744.0,Lachlan Edwards
373620,Third_Period,1,50,Shot,10037,Australia,Spain,,,,,,,,Power_Play,19482.0,,True,False,False,0.704,0.183,0.722,0.422,8107.0,,,,,,,,,,,,8107.0,8107.0,Chaz Poot,,,,19482.0,19482.0,Jacob Mercep,,,,,,,,,,,,,,,,,,,,,
373621,Third_Period,1,34,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,1296.0,,True,False,False,0.442,0.16,0.242,0.925,1297.0,,,,,,,,,,,,1297.0,1297.0,Felipe Perrone,,,,1296.0,1296.0,Roger Tahull,,,,,,,,,,,,,,,,,,,,,
373622,Third_Period,1,15,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,19481.0,,False,False,True,0.465,0.298,0.286,0.508,,,,581.0,,,581.0,581.0,Unai Aguirre,,,,,,,,,,19481.0,19481.0,Milos Maksimovic,,,,,,,,,,,,,,,,,,,,,
373623,Third_Period,1,6,Exclusion,10037,Australia,Spain,,,,410.0,8097.0,0.459,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.0,410.0,Martin Famera,,,,,,,,,,,,,,,,8097.0,8097.0,Angus Lambie
373624,Third_Period,0,51,Shot,10037,Australia,Spain,,,,,,,,Power_Play,4745.0,,False,False,False,0.303,0.194,0.801,0.316,,,,,,,,,,,,,,,,,,,4745.0,4745.0,Blake Edwards,,,,,,,,,,,,,,,,,,,,,
373625,Third_Period,0,37,Exclusion,10037,Australia,Spain,,,,4749.0,1289.0,0.515,0.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4749.0,4749.0,Nathan Power,,,,,,,,,,,,,,,,1289.0,1289.0,Alberto Munarriz
373626,Third_Period,0,18,Shot,10037,Australia,Spain,,,,,,,,Power_Play,1289.0,,False,False,False,0.366,0.175,0.367,0.656,,,,12175.0,,,12175.0,12175.0,Nic Porter,,,,,,,,,,1289.0,1289.0,Alberto Munarriz,,,,,,,,,,,,,,,,,,,,,
373627,Third_Period,0,1,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,8093.0,,False,False,False,0.315,0.353,0.63,0.749,,,,581.0,,,581.0,581.0,Unai Aguirre,,,,,,,,,,8093.0,8093.0,Matthew Byrnes,,,,,,,,,,,,,,,,,,,,,
373628,Fourth_Period,8,0,Swim_Off,10037,Australia,Spain,8093.0,1291.0,8093.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8093.0,8093.0,Matthew Byrnes,1291.0,1291.0,Bernat Sanahuja,8093.0,8093.0,Matthew Byrnes,,,,,,,,,
373629,Fourth_Period,7,41,Exclusion,10037,Australia,Spain,,,,2377.0,4744.0,0.478,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2377.0,2377.0,Sergi Cabanas,,,,,,,,,,,,,,,,4744.0,4744.0,Lachlan Edwards
373630,Fourth_Period,7,25,Shot,10037,Australia,Spain,,,,,,,,Power_Play,19482.0,,False,False,False,0.698,0.191,0.718,0.891,,,,1300.0,,,1300.0,1300.0,Eduardo Lorrio,,,,,,,,,,19482.0,19482.0,Jacob Mercep,,,,,,,,,,,,,,,,,,,,,
373631,Fourth_Period,7,5,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,19481.0,,True,False,False,0.309,0.256,0.192,0.573,4745.0,,,,,,,,,,,,4745.0,4745.0,Blake Edwards,,,,19481.0,19481.0,Milos Maksimovic,,,,,,,,,,,,,,,,,,,,,
373632,Fourth_Period,6,50,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,1297.0,,8092.0,,,,,8092.0,8092.0,Charlie Negus,,,,,,,,,,,,,,,,,,,,,,1297.0,1297.0,Felipe Perrone,1297.0,1297.0,Felipe Perrone,,,
373633,Fourth_Period,6,40,Exclusion,10037,Australia,Spain,,,,420.0,8093.0,0.837,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0,420.0,Unai Biel,,,,,,,,,,,,,,,,8093.0,8093.0,Matthew Byrnes
373634,Fourth_Period,6,20,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,8092.0,,False,False,False,0.824,0.143,0.543,0.908,,,,1300.0,,,1300.0,1300.0,Eduardo Lorrio,,,,,,,,,,8092.0,8092.0,Charlie Negus,,,,,,,,,,,,,,,,,,,,,
373635,Fourth_Period,5,51,Exclusion,10037,Australia,Spain,,,,19481.0,1292.0,0.483,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19481.0,19481.0,Milos Maksimovic,,,,,,,,,,,,,,,,1292.0,1292.0,Miguel de Toro
373636,Fourth_Period,5,31,Shot,10037,Australia,Spain,,,,,,,,Power_Play,1297.0,4749.0,False,False,False,0.474,0.275,,,,,,,,,,,,,,,,,,4749.0,4749.0,Nathan Power,1297.0,1297.0,Felipe Perrone,,,,,,,,,,,,,,,,,,,,,
373637,Fourth_Period,5,26,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,1291.0,,False,False,False,0.665,0.296,0.104,0.944,,,,,,,,,,,,,,,,,,,1291.0,1291.0,Bernat Sanahuja,,,,,,,,,,,,,,,,,,,,,
373638,Fourth_Period,4,56,Turnover,10037,Australia,Spain,,,,,,,,,,,,,,,,,,,Lost_Ball,8092.0,,1291.0,,,,,1291.0,1291.0,Bernat Sanahuja,,,,,,,,,,,,,,,,,,,,,,8092.0,8092.0,Charlie Negus,8092.0,8092.0,Charlie Negus,,,
373639,Fourth_Period,4,29,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,1291.0,,False,False,False,0.759,0.31,0.8,0.777,,,,12175.0,,,12175.0,12175.0,Nic Porter,,,,,,,,,,1291.0,1291.0,Bernat Sanahuja,,,,,,,,,,,,,,,,,,,,,
373640,Fourth_Period,4,20,Exclusion,10037,Australia,Spain,,,,4749.0,1292.0,0.447,0.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4749.0,4749.0,Nathan Power,,,,,,,,,,,,,,,,1292.0,1292.0,Miguel de Toro
373641,Fourth_Period,4,6,Exclusion,10037,Australia,Spain,,,,8093.0,1292.0,0.642,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8093.0,8093.0,Matthew Byrnes,,,,,,,,,,,,,,,,1292.0,1292.0,Miguel de Toro
373642,Fourth_Period,3,56,Shot,10037,Australia,Spain,,,,,,,,Regular_Attack,1290.0,,True,False,False,0.501,0.195,0.442,0.422,1293.0,,,,,,,,,,,,1293.0,1293.0,Marc Larumbe,,,,1290.0,1290.0,Alvaro Granados,,,,,,,,,,,,,,,,,,,,,
